Time,I_S2F,S2F,Price
2018-05-17,3304.4129,8945.01371,8063
2018-05-18,3304.81283,8948.27724,8245.7
2018-05-19,3305.23436,8951.67397,8245.1
2018-05-20,3305.63192,8954.85096,8529
2018-05-21,3306.03548,8958.31565,8403.3
2018-05-22,3306.41167,8961.64883,8006
2018-05-23,3306.78743,8965.22579,7512.3
2018-05-24,3307.17554,8968.38406,7592.9
2018-05-25,3307.58017,8972.27223,7477.7
2018-05-26,3307.99727,8975.85217,7361.3
2018-05-27,3308.43241,8979.47732,7366.7
2018-05-28,3308.88364,8982.9266,7119.3
2018-05-29,3309.29605,8986.00077,7467.7
2018-05-30,3309.69792,8989.85006,7400.1
2018-05-31,3310.11146,8993.61197,7502.6
2018-06-01,3310.55253,8997.28644,7530.8
2018-06-02,3310.99292,9000.65194,7646.6
2018-06-03,3311.42185,9004.26197,7729.3
2018-06-04,3311.87909,9008.31617,7504.3
2018-06-05,3312.32169,9012.19433,7631.5
2018-06-06,3312.73831,9015.4529,7661
2018-06-07,3313.19648,9018.62358,7697.8
2018-06-08,3313.67968,9021.83942,7622.1
2018-06-09,3314.20528,9025.01168,7515.8
2018-06-10,3314.74155,9027.82967,6775.1
2018-06-11,3315.32387,9030.93682,6885.9
2018-06-12,3315.9234,9034.15574,6558.2
2018-06-13,3316.43633,9037.33105,6312.3
2018-06-14,3316.93738,9040.72927,6647.1
2018-06-15,3317.46231,9044.12839,6410.3
2018-06-16,3318.00042,9047.81734,6505.8
2018-06-17,3318.55669,9051.30726,6460.3
2018-06-18,3319.09174,9054.95379,6719.8
2018-06-19,3319.65406,9058.40116,6752.4
2018-06-20,3320.20946,9061.84945,6765.4
2018-06-21,3320.78189,9065.6325,6728
2018-06-22,3321.3484,9068.99367,6055.7
2018-06-23,3321.96482,9072.55613,6167.3
2018-06-24,3322.62943,9076.36459,6154.6
2018-06-25,3323.37659,9079.86224,6256.6
2018-06-26,3324.14522,9083.11569,6082.1
2018-06-27,3324.9346,9085.81265,6154.9
2018-06-28,3325.72834,9089.31286,5883.5
2018-06-29,3326.49923,9092.68019,6213.3
2018-06-30,3327.28583,9095.82532,6398.9
2018-07-01,3328.14179,9099.10509,6366.8
2018-07-02,3329.05552,9102.25177,6619.5
2018-07-03,3329.99923,9104.84111,6513.5
2018-07-04,3330.94288,9107.83288,6598.4
2018-07-05,3331.85534,9110.89234,6546.5
2018-07-06,3332.70899,9114.46635,6617.7
2018-07-07,3333.57279,9117.95196,6765.5
2018-07-08,3334.53346,9121.48321,6714.8
2018-07-09,3335.46738,9124.52354,6667.1
2018-07-10,3336.36649,9127.8553,6307.2
2018-07-11,3337.26903,9130.87475,6389.1
2018-07-12,3338.1315,9134.02915,6250.6
2018-07-13,3339.02981,9137.22907,6230.2
2018-07-14,3339.92103,9140.20593,6254.8
2018-07-15,3340.86266,9143.18347,6362.9
2018-07-16,3341.78457,9145.87055,6729.9
2018-07-17,3342.67762,9149.43179,7322
2018-07-18,3343.55087,9153.33012,7383.6
2018-07-19,3344.39581,9157.16237,7477.5
2018-07-20,3345.23657,9160.6146,7339.4
2018-07-21,3346.06712,9163.6865,7408.7
2018-07-22,3346.89369,9167.76855,7412.3
2018-07-23,3347.67537,9171.49285,7723
2018-07-24,3348.41673,9175.06109,8407
2018-07-25,3349.11424,9179.03444,8173.7
2018-07-26,3349.79905,9182.7395,7937
2018-07-27,3350.46374,9186.49053,8187.4
2018-07-28,3351.12029,9189.74829,8234.1
2018-07-29,3351.74717,9193.56876,8215.6
2018-07-30,3352.3739,9196.58098,8177.1
2018-07-31,3352.99207,9199.88623,7729.4
2018-08-01,3353.57757,9203.25979,7606.4
2018-08-02,3354.1509,9206.70171,7535.6
2018-08-03,3354.74357,9210.43711,7419
2018-08-04,3355.38094,9214.3987,7014.3
2018-08-05,3356.00762,9218.00118,7027.1
2018-08-06,3356.64403,9220.95145,6943.6
2018-08-07,3357.2806,9224.35296,6724.9
2018-08-08,3357.9382,9227.89057,6283.6
2018-08-09,3358.60751,9231.2488,6538.8
2018-08-10,3359.28679,9235.21667,6152.3
2018-08-11,3359.9774,9239.05041,6231.6
2018-08-12,3360.66216,9242.54685,6313
2018-08-13,3361.34015,9245.93139,6255.3
2018-08-14,3362.02638,9249.00079,6190.2
2018-08-15,3362.70973,9252.63535,6256.9
2018-08-16,3363.39713,9256.20316,6306.7
2018-08-17,3364.04995,9259.63639,6581.7
2018-08-18,3364.73129,9263.25128,6379.1
2018-08-19,3365.41092,9266.52813,6481.5
2018-08-20,3366.05403,9269.91884,6268.1
2018-08-21,3366.6879,9273.26519,6482.2
2018-08-22,3367.30439,9276.88382,6359.6
2018-08-23,3367.9128,9280.25456,6521.2
2018-08-24,3368.48169,9283.55827,6680.4
2018-08-25,3369.07697,9286.6138,6734.8
2018-08-26,3369.64367,9290.53044,6712.7
2018-08-27,3370.25042,9294.72004,6897.6
2018-08-28,3370.87424,9298.18596,7074.6
2018-08-29,3371.47716,9301.33552,7029.1
2018-08-30,3372.06525,9304.82583,6993.7
2018-08-31,3372.67829,9308.33974,7033.8
2018-09-01,3373.38666,9311.76386,7189.6
2018-09-02,3374.0994,9315.03007,7293.9
2018-09-03,3374.84685,9318.29709,7264.2
2018-09-04,3375.56811,9321.15639,7377.5
2018-09-05,3376.2511,9324.15251,6706.8
2018-09-06,3376.93859,9327.55801,6514
2018-09-07,3377.59453,9331.00981,6390.9
2018-09-08,3378.23426,9334.41707,6184.3
2018-09-09,3378.85236,9338.12061,6238.5
2018-09-10,3379.47106,9341.18875,6321
2018-09-11,3380.10742,9344.394,6293.9
2018-09-12,3380.75091,9348.21403,6338
2018-09-13,3381.42473,9351.58021,6482.9
2018-09-14,3382.10029,9354.58319,6483.7
2018-09-15,3382.79039,9357.76891,6519
2018-09-16,3383.46609,9360.93263,6500.2
2018-09-17,3384.14009,9364.00603,6251.9
2018-09-18,3384.80859,9367.23956,6342
2018-09-19,3385.50835,9370.79278,6390.4
2018-09-20,3386.16697,9374.30138,6489.2
2018-09-21,3386.81953,9377.58298,6766.7
2018-09-22,3387.46311,9381.11617,6729.6
2018-09-23,3388.10476,9384.53627,6704.1
2018-09-24,3388.7624,9387.91162,6584.1
2018-09-25,3389.39428,9391.76696,6445.1
2018-09-26,3390.04172,9394.93875,6468.1
2018-09-27,3390.66539,9398.2026,6689.2
2018-09-28,3391.29067,9401.7184,6636
2018-09-29,3391.92481,9405.18945,6603.9
2018-09-30,3392.56226,9408.9127,6635.2
2018-10-01,3393.21451,9412.52272,6608.2
2018-10-02,3393.85721,9415.65372,6549.9
2018-10-03,3394.49773,9418.96835,6507.8
2018-10-04,3395.13405,9422.39813,6584.2
2018-10-05,3395.7448,9425.37132,6639.1
2018-10-06,3396.39829,9428.23078,6596.3
2018-10-07,3397.0364,9431.47986,6611
2018-10-08,3397.658,9434.56951,6669.6
2018-10-09,3398.297,9437.5454,6650.8
2018-10-10,3398.91217,9440.84254,6618
2018-10-11,3399.52894,9444.48407,6239.1
2018-10-12,3400.15981,9447.50797,6291.3
2018-10-13,3400.75444,9450.7388,6321.7
2018-10-14,3401.34347,9453.35153,6326.8
2018-10-15,3401.86604,9457.06523,6699.8
2018-10-16,3402.42208,9460.16076,6705.3
2018-10-17,3402.9605,9463.32582,6686.6
2018-10-18,3403.53234,9466.49162,6574.1
2018-10-19,3404.09606,9469.74996,6512
2018-10-20,3404.61858,9473.03204,6572.2
2018-10-21,3405.16302,9476.20012,6583
2018-10-22,3405.74991,9479.75936,6555.8
2018-10-23,3406.38198,9483.29656,6528.7
2018-10-24,3407.06393,9485.89264,6530.7
2018-10-25,3407.70836,9489.04076,6507
2018-10-26,3408.24791,9492.32753,6510
2018-10-27,3408.80594,9495.45416,6494.2
2018-10-28,3409.36498,9498.6735,6486.1
2018-10-29,3409.92873,9502.03163,6335
2018-10-30,3410.4285,9505.57467,6325.7
2018-10-31,3410.95394,9509.32578,6365.9
2018-11-01,3411.52028,9512.87073,6400.5
2018-11-02,3412.05562,9516.1633,6424.7
2018-11-03,3412.54054,9519.87128,6386.2
2018-11-04,3412.83649,9522.70477,6478.2
2018-11-05,3413.11996,9526.02277,6459.7
2018-11-06,3413.34092,9528.97279,6502.8
2018-11-07,3413.55971,9531.96956,6565.3
2018-11-08,3413.82143,9534.75946,6474
2018-11-09,3414.02282,9537.68831,6412
2018-11-10,3414.20782,9540.71008,6427.1
2018-11-11,3414.35472,9544.07864,6446.1
2018-11-12,3414.5055,9547.30955,6435
2018-11-13,3414.64846,9550.07951,6429.2
2018-11-14,3414.73945,9553.1964,5842.4
2018-11-15,3414.86758,9556.12923,5718.9
2018-11-16,3415.07707,9559.03959,5636.2
2018-11-17,3415.244,9562.38959,5621.8
2018-11-18,3415.37398,9565.23196,5658.3
2018-11-19,3415.46705,9568.14427,4883.8
2018-11-20,3415.51978,9571.19593,4524.6
2018-11-21,3415.59989,9573.62388,4638.7
2018-11-22,3415.69304,9576.44546,4356
2018-11-23,3415.7612,9579.33703,4398
2018-11-24,3415.7886,9582.64574,3920.4
2018-11-25,3415.79703,9585.58492,4062.2
2018-11-26,3415.70055,9588.15433,3837
2018-11-27,3415.62374,9591.18732,3866.5
2018-11-28,3415.56837,9593.91989,4265.4
2018-11-29,3415.5297,9596.35189,4296.5
2018-11-30,3415.51705,9598.69164,4039.7
2018-12-01,3415.464,9601.56476,4196.2
2018-12-02,3415.43108,9604.2067,4160.4
2018-12-03,3415.42268,9606.84916,3897.8
2018-12-04,3415.39493,9610.04861,3958.5
2018-12-05,3415.33191,9613.06326,3771.6
2018-12-06,3415.27442,9616.19457,3508.6
2018-12-07,3415.19283,9618.83934,3422.2
2018-12-08,3415.12733,9621.78631,3430.4
2018-12-09,3415.05715,9624.75713,3567.5
2018-12-10,3414.95047,9627.63573,3460.5
2018-12-11,3414.81534,9630.53815,3407.7
2018-12-12,3414.63929,9633.32505,3466.1
2018-12-13,3414.4984,9636.36806,3315.3
2018-12-14,3414.35024,9639.76031,3247.8
2018-12-15,3414.15385,9643.22312,3228.7
2018-12-16,3413.98352,9645.89636,3247.9
2018-12-17,3413.78367,9649.61652,3526.1
2018-12-18,3413.55558,9652.59337,3668
2018-12-19,3413.3076,9656.05942,3687.1
2018-12-20,3413.05337,9659.20056,4076
2018-12-21,3412.77833,9662.45879,3850.9
2018-12-22,3412.52297,9666.53267,3964.4
2018-12-23,3412.28908,9670.63104,3944.4
2018-12-24,3412.02146,9674.17153,4026.1
2018-12-25,3411.76456,9677.87604,3762.5
2018-12-26,3411.51015,9681.53493,3793.7
2018-12-27,3411.2154,9685.59114,3586.9
2018-12-28,3410.925,9689.48529,3861.6
2018-12-29,3410.63887,9692.70404,3706.8
2018-12-30,3410.35661,9696.81021,3815
2018-12-31,3410.06047,9700.42744,3709.4
2019-01-01,3409.79081,9703.90555,3809.4
2019-01-02,3409.50004,9707.43123,3873.8
2019-01-03,3409.20239,9711.05125,3780.1
2019-01-04,3408.92029,9714.53203,3802.7
2019-01-05,3408.60954,9718.34087,3785.4
2019-01-06,3408.29556,9721.63648,4004.1
2019-01-07,3407.96419,9724.93287,3985.9
2019-01-08,3407.62526,9728.8849,3971
2019-01-09,3407.25196,9732.72109,3978
2019-01-10,3406.86244,9736.37113,3603.7
2019-01-11,3406.4575,9739.83487,3616.5
2019-01-12,3406.05625,9743.06536,3597.2
2019-01-13,3405.66619,9746.27319,3490.2
2019-01-14,3405.25972,9749.76283,3638.1
2019-01-15,3404.8241,9752.85506,3571.3
2019-01-16,3404.37301,9755.97141,3588
2019-01-17,3403.89803,9758.94783,3626.4
2019-01-18,3403.45002,9762.18277,3605.6
2019-01-19,3403.0316,9765.30122,3677.8
2019-01-20,3402.65702,9768.98329,3542.3
2019-01-21,3402.29988,9772.5021,3536.7
2019-01-22,3401.91061,9775.55246,3580.1
2019-01-23,3401.50222,9778.97905,3561.5
2019-01-24,3401.09422,9782.78214,3574.3
2019-01-25,3400.67731,9786.02263,3572
2019-01-26,3400.25061,9789.54575,3570.9
2019-01-27,3399.81631,9792.76431,3555.6
2019-01-28,3399.39419,9796.17163,3442.8
2019-01-29,3398.96216,9799.60329,3414.8
2019-01-30,3398.51159,9802.80067,3460
2019-01-31,3398.05973,9806.44563,3437.2
2019-02-01,3397.5702,9810.16212,3467.9
2019-02-02,3397.05342,9813.55015,3502.5
2019-02-03,3396.53512,9816.7978,3459.1
2019-02-04,3395.99517,9820.25807,3462.8
2019-02-05,3395.45364,9823.7192,3468.4
2019-02-06,3394.89935,9827.58161,3404.3
2019-02-07,3394.32767,9831.6807,3397.7
2019-02-08,3393.75531,9835.52174,3661.7
2019-02-09,3393.20336,9839.05737,3661.4
2019-02-10,3392.6617,9842.3581,3679
2019-02-11,3392.11745,9845.77753,3631.8
2019-02-12,3391.56575,9848.79676,3632
2019-02-13,3391.07518,9852.40653,3611.5
2019-02-14,3390.58312,9855.734,3592.6
2019-02-15,3390.14443,9858.73176,3604.7
2019-02-16,3389.70183,9862.27325,3616.8
2019-02-17,3389.28854,9866.02821,3664.2
2019-02-18,3388.90816,9869.68966,3896
2019-02-19,3388.57321,9873.3757,3914.3
2019-02-20,3388.22026,9876.42451,3972.4
2019-02-21,3387.79442,9879.2612,3936.6
2019-02-22,3387.35528,9883.09163,3965.2
2019-02-23,3386.92445,9886.47369,4120.4
2019-02-24,3386.50801,9889.71461,3755.2
2019-02-25,3386.08134,9893.09825,3833.7
2019-02-26,3385.65122,9896.90879,3810.3
2019-02-27,3385.18064,9900.24681,3814.6
2019-02-28,3384.69917,9903.79877,3816.6
2019-03-01,3384.20481,9907.63589,3821.9
2019-03-02,3383.74986,9910.7632,3823.1
2019-03-03,3383.28847,9914.223,3809.5
2019-03-04,3382.81115,9917.4703,3715.9
2019-03-05,3382.3174,9921.00289,3857.2
2019-03-06,3381.80838,9924.0383,3863
2019-03-07,3381.31999,9927.40647,3875.1
2019-03-08,3380.88808,9930.87035,3865.9
2019-03-09,3380.4616,9934.14521,3944.3
2019-03-10,3380.03796,9937.37336,3915.2
2019-03-11,3379.61104,9940.7447,3870.3
2019-03-12,3379.18728,9944.1406,3886
2019-03-13,3378.7549,9947.34727,3865.1
2019-03-14,3378.39916,9951.0299,3879
2019-03-15,3378.01689,9954.66595,3924.3
2019-03-16,3377.68,9958.54067,4006.4
2019-03-17,3377.40477,9962.01218,3981.5
2019-03-18,3377.07761,9965.84134,3990.2
2019-03-19,3376.7713,9969.98085,4017
2019-03-20,3376.49576,9973.81215,4041.2
2019-03-21,3376.21653,9977.21599,3982.2
2019-03-22,3375.99131,9981.04925,3990.4
2019-03-23,3375.77868,9984.50245,4002.5
2019-03-24,3375.59375,9988.07561,3994.7
2019-03-25,3375.41665,9991.60201,3937
2019-03-26,3375.24129,9994.79558,3942.8
2019-03-27,3375.11728,9998.34749,4041.7
2019-03-28,3375.00665,10001.8287,4025.6
2019-03-29,3375.04374,10005.3347,4102.2
2019-03-30,3375.13017,10008.6506,4111.8
2019-03-31,3375.25741,10011.9674,4102.3
2019-04-01,3375.40785,10015.2132,4145.1
2019-04-02,3375.52769,10018.9613,4859.3
2019-04-03,3375.67482,10022.352,4968.7
2019-04-04,3375.84206,10025.6958,4902.4
2019-04-05,3376.05344,10029.4705,5010.2
2019-04-06,3376.21669,10032.792,5046.2
2019-04-07,3376.38644,10036.1622,5173.6
2019-04-08,3376.57043,10039.7005,5245.2
2019-04-09,3376.75009,10042.857,5158.4
2019-04-10,3376.90854,10046.397,5307.8
2019-04-11,3377.09392,10050.1532,5022.6
2019-04-12,3377.28606,10053.7668,5054.2
2019-04-13,3377.48658,10056.9982,5051.8
2019-04-14,3377.73775,10059.9191,5134.8
2019-04-15,3377.95406,10063.3915,5032.3
2019-04-16,3378.18835,10066.8647,5180.9
2019-04-17,3378.44391,10070.171,5208.3
2019-04-18,3378.70514,10073.7417,5264.7
2019-04-19,3378.97618,10077.3852,5241
2019-04-20,3379.23302,10080.526,5290.2
2019-04-21,3379.49703,10084.4111,5243.5
2019-04-22,3379.72267,10087.6255,5346.7
2019-04-23,3379.92661,10090.4087,5511.6
2019-04-24,3380.18653,10094.3204,5415.6
2019-04-25,3380.50327,10097.7531,5209.1
2019-04-26,3380.89281,10101.3787,5298.3
2019-04-27,3381.30241,10104.6689,5265.9
2019-04-28,3381.67483,10108.5846,5302.3
2019-04-29,3382.04453,10112.5013,5235
2019-04-30,3382.39988,10115.8662,5320.8
2019-05-01,3382.73731,10119.9772,5384.2
2019-05-02,3383.05749,10124.4021,5493.8
2019-05-03,3383.38113,10128.0585,5766.8
2019-05-04,3383.68589,10131.2345,5830.9
2019-05-05,3383.99603,10134.339,5774.9
2019-05-06,3384.31346,10137.9738,5745.1
2019-05-07,3384.62994,10141.0316,5849.5
2019-05-08,3384.95625,10144.6922,5990.3
2019-05-09,3385.27377,10148.3055,6191.5
2019-05-10,3385.58051,10151.3173,6386
2019-05-11,3385.94505,10154.4503,7190.3
2019-05-12,3386.3559,10158.2589,6984.8
2019-05-13,3386.73765,10162.2856,7806
2019-05-14,3387.1328,10165.9515,7994.6
2019-05-15,3387.63457,10169.5461,8164.6
2019-05-16,3388.1656,10173.0691,7871.8
2019-05-17,3388.69837,10176.7136,7359.5
2019-05-18,3389.25204,10180.4074,7262.6
2019-05-19,3389.81659,10184.3436,8157.2
2019-05-20,3390.3641,10188.2326,7965.3
2019-05-21,3390.91885,10191.9293,7930.3
2019-05-22,3391.47694,10195.9654,7635.7
2019-05-23,3392.03674,10199.7849,7852.1
2019-05-24,3392.57749,10203.4846,7970.1
2019-05-25,3393.10418,10206.8707,8027.4
2019-05-26,3393.68171,10210.8625,8630.2
2019-05-27,3394.25094,10214.9038,8760.1
2019-05-28,3394.80613,10218.8736,8716.3
2019-05-29,3395.34463,10223.0867,8647.8
2019-05-30,3395.88526,10226.9618,8271.9
2019-05-31,3396.40456,10229.7962,8558.3
2019-06-01,3396.97127,10233.455,8545.7
2019-06-02,3397.54301,10236.63,8728.6
2019-06-03,3398.10634,10239.5147,8124.8
2019-06-04,3398.67312,10243.2487,7685.5
2019-06-05,3399.25841,10247.1292,7779.1
2019-06-06,3399.85195,10250.938,7784.9
2019-06-07,3400.47311,10254.772,7985.2
2019-06-08,3401.11297,10257.7816,7901.4
2019-06-09,3401.752,10261.3504,7635
2019-06-10,3402.40661,10265.1628,7987.8
2019-06-11,3403.07011,10268.6362,7888
2019-06-12,3403.67916,10271.8188,8133.1
2019-06-13,3404.29975,10275.4882,8219
2019-06-14,3404.93486,10279.5961,8656.1
2019-06-15,3405.57128,10283.1458,8812.5
2019-06-16,3406.18218,10286.3073,8962.5
2019-06-17,3406.77229,10289.5424,9318.8
2019-06-18,3407.36942,10293.5082,9080.6
2019-06-19,3407.97899,10297.8159,9255.4
2019-06-20,3408.53771,10301.3213,9517
2019-06-21,3409.10821,10304.5598,10179.3
2019-06-22,3409.65998,10307.9938,10721.7
2019-06-23,3410.20903,10312.4032,10897.1
2019-06-24,3410.77473,10316.7164,11046.4
2019-06-25,3411.34831,10320.2751,11809.9
2019-06-26,3411.87643,10324.298,13063.8
2019-06-27,3412.36646,10327.761,11287.8
2019-06-28,3412.88343,10331.7372,12409.1
2019-06-29,3413.39337,10335.9829,11906.5
2019-06-30,3413.85069,10339.6927,10818.6
2019-07-01,3414.29115,10343.1838,10616.6
2019-07-02,3414.7461,10347.042,10835.9
2019-07-03,3415.20656,10351.2433,11900.8
2019-07-04,3415.67255,10355.3235,11163.1
2019-07-05,3416.1322,10359.9426,10970.2
2019-07-06,3416.62179,10364.2942,11268
2019-07-07,3417.13368,10368.0357,11415.9
2019-07-08,3417.61236,10372.3897,12252.6
2019-07-09,3418.08183,10376.1577,12541.5
2019-07-10,3418.55899,10379.3147,12110.6
2019-07-11,3418.95732,10382.4724,11342.3
2019-07-12,3419.38204,10386.4879,11762.1
2019-07-13,3419.79699,10389.941,11364.9
2019-07-14,3420.20142,10393.493,10200.1
2019-07-15,3420.59868,10397.0703,10845.9
2019-07-16,3420.98864,10401.0162,9424.8
2019-07-17,3421.34256,10404.3011,9723.2
2019-07-18,3421.67625,10407.268,10651.4
2019-07-19,3422.01911,10410.1619,10571.5
2019-07-20,3422.38356,10414.5038,10826.7
2019-07-21,3422.74412,10418.1598,10714.4
2019-07-22,3423.12878,10422.0376,10412.5
2019-07-23,3423.53979,10425.5482,9888.7
2019-07-24,3423.96495,10428.9613,9804.3
2019-07-25,3424.39293,10432.6455,9945.3
2019-07-26,3424.83199,10436.7237,9831
2019-07-27,3425.20612,10440.4589,9492.1
2019-07-28,3425.55888,10444.7605,9727.8
2019-07-29,3425.90535,10448.8912,9580.9
2019-07-30,3426.25712,10452.3835,9580.7
2019-07-31,3426.61299,10456.5901,10082
2019-08-01,3426.98326,10460.0843,10380
2019-08-02,3427.3531,10464.2438,10520.1
2019-08-03,3427.72267,10468.503,10815.7
2019-08-04,3428.08519,10472.6157,10934.6
2019-08-05,3428.44988,10476.1382,11816.8
2019-08-06,3428.89546,10480.1051,11480.9
2019-08-07,3429.38525,10483.8759,12013.9
2019-08-08,3429.8573,10487.3518,12191.6
2019-08-09,3430.31297,10491.0011,12089.8
2019-08-10,3430.76518,10494.7253,11314.5
2019-08-11,3431.21869,10498.4997,11517.2
2019-08-12,3431.69872,10501.7816,11394.2
2019-08-13,3432.16624,10505.6566,10892.9
2019-08-14,3432.60917,10509.4091,10049.4
2019-08-15,3433.04766,10513.2861,10303.4
2019-08-16,3433.50528,10516.917,10335.6
2019-08-17,3433.94829,10520.0794,10218.1
2019-08-18,3434.40575,10523.193,10312.7
2019-08-19,3434.87488,10527.2218,10910.7
2019-08-20,3435.324,10531.0045,10752.6
2019-08-21,3435.81176,10534.3677,10141.5
2019-08-22,3436.28564,10537.8553,10105
2019-08-23,3436.80412,10541.6406,10388.7
2019-08-24,3437.3479,10545.6002,10131
2019-08-25,3437.8588,10549.437,10136.3
2019-08-26,3438.36248,10552.8291,10371.8
2019-08-27,3438.87587,10556.1724,10184.8
2019-08-28,3439.34782,10559.9128,9729.4
2019-08-29,3439.82015,10564.0011,9491
2019-08-30,3440.32702,10567.9666,9585.4
2019-08-31,3440.83215,10572.0819,9594.4
2019-09-01,3441.31428,10575.6278,9729.3
2019-09-02,3441.77729,10579.3235,10348.8
2019-09-03,3442.24359,10583.3922,10612.3
2019-09-04,3442.6888,10586.7672,10568.2
2019-09-05,3443.11391,10590.8628,10566.9
2019-09-06,3443.61635,10594.7856,10309.3
2019-09-07,3444.11978,10598.5108,10461.1
2019-09-08,3444.62593,10602.9077,10402.8
2019-09-09,3445.13657,10606.5355,10309
2019-09-10,3445.65157,10611.0591,10105.4
2019-09-11,3446.13588,10615.6337,10162.5
2019-09-12,3446.61087,10619.563,10415.1
2019-09-13,3447.09322,10623.2943,10342.1
2019-09-14,3447.57237,10627.151,10337.3
2019-09-15,3448.04338,10630.8095,10311.5
2019-09-16,3448.52198,10634.8672,10255.5
2019-09-17,3449.00856,10638.5525,10195.7
2019-09-18,3449.50621,10642.8864,10164.7
2019-09-19,3450.00207,10646.5736,10250.5
2019-09-20,3450.55252,10650.3365,10172.7
2019-09-21,3451.09026,10654.4743,9993
2019-09-22,3451.60785,10658.6132,10031.6
2019-09-23,3452.12006,10661.4562,9702.2
2019-09-24,3452.59608,10665.3725,8513.9
2019-09-25,3453.07912,10669.2648,8432.4
2019-09-26,3453.53438,10673.5326,8063.8
2019-09-27,3453.99579,10676.8278,8184.9
2019-09-28,3454.45642,10680.798,8208.5
2019-09-29,3454.92121,10684.1947,8049.1
2019-09-30,3455.36626,10687.4422,8284.3
2019-10-01,3455.83234,10691.0153,8302.7
2019-10-02,3456.30342,10694.7143,8364.1
2019-10-03,3456.78189,10698.3891,8226.9
2019-10-04,3457.2524,10702.0648,8148.1
2019-10-05,3457.72058,10706.0166,8127.3
2019-10-06,3458.20153,10709.7442,7881.9
2019-10-07,3458.6862,10713.6229,8198.6
2019-10-08,3459.16344,10717.6777,8182.9
2019-10-09,3459.64886,10721.1328,8566.7
2019-10-10,3460.12359,10725.1896,8562.3
2019-10-11,3460.6287,10729.0973,8267.8
2019-10-12,3461.13831,10732.4296,8304.4
2019-10-13,3461.65704,10735.9882,8281.5
2019-10-14,3462.18379,10739.3722,8353.3
2019-10-15,3462.64078,10743.2082,8167.2
2019-10-16,3463.09013,10746.7944,8000.4
2019-10-17,3463.55353,10750.5571,8073.3
2019-10-18,3464.03004,10754.5716,7948.5
2019-10-19,3464.51125,10758.1354,7957.3
2019-10-20,3464.97702,10761.8004,8223.4
2019-10-21,3465.43543,10765.7927,8208.2
2019-10-22,3465.90267,10770.0373,8031.4
2019-10-23,3466.38452,10774.258,7477
2019-10-24,3466.90155,10777.6001,7422.7
2019-10-25,3467.41639,10781.0687,8658.3
2019-10-26,3467.92071,10784.5883,9230.6
2019-10-27,3468.4212,10787.4801,9529.6
2019-10-28,3468.90897,10790.8503,9207.2
2019-10-29,3469.40744,10794.196,9411.3
2019-10-30,3469.91369,10797.5677,9157.9
2019-10-31,3470.42572,10800.8898,9152.6
2019-11-01,3471.05798,10804.1622,9230.1
2019-11-02,3471.68171,10807.536,9300.6
2019-11-03,3472.29414,10811.0114,9198.3
2019-11-04,3472.90031,10814.3364,9396.4
2019-11-05,3473.52019,10817.9644,9310.8
2019-11-06,3474.12984,10821.2909,9338.9
2019-11-07,3474.73981,10824.6937,9223.5
2019-11-08,3475.37308,10827.9208,8778.2
2019-11-09,3476.01378,10831.552,8804.5
2019-11-10,3476.66183,10835.7391,9036.8
2019-11-11,3477.2802,10839.5489,8736.9
2019-11-12,3477.92972,10842.9557,8812.6
2019-11-13,3478.55955,10846.3633,8783.1
2019-11-14,3479.22497,10850.6302,8661.2
2019-11-15,3479.90656,10854.6204,8476.3
2019-11-16,3480.55617,10858.359,8497.3
2019-11-17,3481.19732,10862.2501,8509.8
2019-11-18,3481.83477,10865.7883,8208.4
2019-11-19,3482.49418,10869.5044,8145.7
2019-11-20,3483.17425,10873.0948,8099.3
2019-11-21,3483.85255,10876.5597,7627.9
2019-11-22,3484.56535,10879.8988,7272.5
2019-11-23,3485.28552,10884.2761,7324.1
2019-11-24,3486.00807,10887.5916,6924.7
2019-11-25,3486.73885,10890.7559,7115.6
2019-11-26,3487.48659,10893.8448,7162.8
2019-11-27,3488.25804,10897.365,7510.6
2019-11-28,3489.05157,10901.4939,7426.7
2019-11-29,3489.86108,10904.9398,7742.7
2019-11-30,3490.6784,10908.1329,7546.6
2019-12-01,3491.52536,10911.6563,7396.4
2019-12-02,3492.3648,10915.3326,7298.2
2019-12-03,3493.21345,10919.3395,7291.8
2019-12-04,3494.05587,10923.5758,7204.4
2019-12-05,3494.92158,10927.2549,7399.2
2019-12-06,3495.80863,10930.935,7530.8
2019-12-07,3496.69978,10934.8697,7510.9
2019-12-08,3497.59202,10938.6277,7524.4
2019-12-09,3498.47858,10942.3866,7355.8
2019-12-10,3499.39367,10946.1464,7235.7
2019-12-11,3500.31206,10949.5005,7208
2019-12-12,3501.24303,10952.8808,7208
2019-12-13,3502.18188,10956.7448,7255.2
2019-12-14,3503.13918,10960.5844,7080.8
2019-12-15,3504.08423,10963.7381,7128.5
2019-12-16,3505.04679,10967.732,6903.5
2019-12-17,3506.02356,10971.3198,6613.3
2019-12-18,3507.00391,10974.7302,7276
2019-12-19,3507.98153,10978.727,7165.5
2019-12-20,3508.95707,10982.6993,7196.4
2019-12-21,3509.94204,10987.1821,7156.2
2019-12-22,3510.90454,10991.4878,7495.8
2019-12-23,3511.84319,10995.132,7322.8
2019-12-24,3512.77538,10998.3182,7268.3
2019-12-25,3513.72838,11001.5815,7224.8
2019-12-26,3514.6889,11005.8402,7210.9
2019-12-27,3515.64768,11009.5388,7261.7
